16306,1
15651,1
11658,1
11489,1
11485,1
10252,1
9457,1
7863,1
7734,1
7375,1
7022,1
5138,1
4597,1
4532,1
4470,1
4376,1
4274,1
4185,1
4156,1
4045,1
4004,1
3781,1
3685,1
3642,1
3351,1
3281,1
3273,1
3149,1
3084,1
3055,1
3054,1
3050,1
3046,1
2995,1
2992,1
2957,1
2868,1
2815,1
2749,1
2740,1
2738,1
2715,1
2649,1
2637,1
2538,1
2511,1
2495,1
2473,1
2470,1
2457,1
2412,1
2409,1
2406,1
2381,1
2354,1
2335,1
2311,1
2310,1
2309,1
2297,1
2289,1
2275,1
2144,1
2133,1
2117,1
2100,1
2096,1
2083,1
2076,1
2074,1
2048,2
2042,1
2024,1
1966,1
1961,1
1880,1
1876,1
1844,1
1839,1
1838,1
1829,1
1803,1
1794,1
1789,1
1755,2
1722,1
1715,1
1698,1
1695,1
1694,1
1687,2
1679,1
1655,1
1653,1
1637,1
1600,1
1574,1
1572,1
1570,1
1554,1
1542,1
1531,1
1513,1
1501,1
1492,1
1484,1
1482,1
1478,1
1477,1
1468,1
1463,1
1443,1
1442,1
1435,2
1429,2
1418,1
1417,2
1395,1
1391,1
1387,1
1373,1
1348,2
1345,1
1335,1
1313,1
1306,1
1303,2
1299,1
1295,1
1292,1
1291,1
1286,1
1278,1
1271,2
1269,1
1266,2
1263,1
1255,1
1254,1
1253,1
1248,1
1244,1
1231,1
1230,1
1227,1
1226,1
1225,2
1222,2
1217,1
1206,2
1205,2
1202,1
1196,1
1192,1
1191,1
1189,1
1188,1
1183,1
1181,1
1175,1
1173,1
1165,2
1163,1
1162,1
1161,1
1160,2
1159,2
1156,1
1138,1
1127,1
1126,2
1124,1
1122,1
1121,1
1117,2
1113,1
1110,2
1106,2
1105,2
1103,1
1102,1
1100,2
1093,1
1092,1
1089,1
1088,1
1086,1
1082,1
1080,1
1078,1
1076,1
1071,2
1069,1
1066,1
1064,1
1063,1
1062,1
1061,1
1060,1
1054,1
1052,1
1048,1
1046,1
1045,2
1043,1
1039,1
1038,2
1037,2
1036,2
1033,1
1030,1
1023,1
1019,1
1015,1
1014,1
1013,1
1009,1
1007,2
996,3
995,1
992,1
987,1
986,1
984,1
983,1
982,1
981,2
974,1
970,1
967,2
966,1
964,1
963,1
962,1
959,1
956,1
955,1
950,1
946,1
945,1
944,1
942,1
940,1
936,2
932,1
931,1
927,1
926,2
924,3
922,1
915,1
908,2
907,2
906,2
904,2
902,1
899,2
898,1
897,1
890,1
888,1
887,2
886,1
882,1
881,1
880,2
878,1
877,1
874,1
872,1
871,1
870,1
869,1
867,1
866,1
865,1
864,1
861,1
860,2
859,3
856,2
855,1
852,1
851,2
849,1
846,1
845,1
844,2
842,1
841,1
838,1
835,1
833,2
832,1
831,1
830,1
829,1
828,1
826,2
824,1
823,1
822,1
821,1
819,1
818,1
816,1
813,2
811,2
810,1
807,1
806,1
805,2
804,1
802,2
798,1
796,1
795,2
794,1
793,2
792,2
791,1
790,2
785,2
782,1
780,1
779,1
778,1
777,1
773,3
772,2
771,1
770,1
768,2
767,2
765,1
763,2
762,1
760,2
759,1
756,4
752,1
748,3
744,1
743,1
742,2
740,2
739,1
736,2
735,2
734,1
730,1
729,1
727,1
726,2
725,2
723,1
722,1
721,3
720,2
717,2
716,1
715,1
714,3
708,1
706,1
705,4
703,1
702,2
699,2
698,3
696,2
695,2
694,1
692,1
691,1
690,1
688,1
687,1
685,2
683,1
681,1
680,3
679,4
678,1
677,1
675,2
674,1
673,2
671,1
670,1
668,3
667,2
665,1
664,1
662,2
661,2
659,1
658,1
655,1
654,2
653,2
652,2
651,1
649,1
648,1
647,3
646,1
644,1
643,1
642,1
641,2
640,5
638,2
635,2
634,1
633,1
632,1
629,2
628,1
627,2
626,2
625,2
624,3
622,4
621,1
619,1
617,2
616,2
615,3
614,2
612,3
611,1
609,3
608,2
607,2
606,2
605,1
604,2
603,1
602,1
601,4
600,2
598,2
597,1
596,1
595,3
594,4
593,2
592,3
591,3
590,1
589,1
588,2
587,3
586,2
585,3
584,1
583,1
582,2
580,3
579,2
578,3
576,1
575,2
574,3
573,3
572,1
571,4
570,3
569,4
568,1
567,1
565,5
564,1
563,1
562,2
560,2
559,3
558,2
556,2
555,2
554,5
553,4
552,1
551,4
550,5
549,4
548,4
546,1
545,2
544,2
543,3
542,3
541,3
540,4
538,2
537,3
536,3
535,2
534,2
533,2
532,3
531,2
530,1
529,3
528,3
527,1
526,5
525,1
524,3
523,3
522,2
521,3
520,6
519,4
518,3
516,5
515,2
513,1
512,3
511,1
510,3
509,2
508,5
507,5
506,3
505,4
504,3
503,4
501,2
500,2
499,3
498,1
497,3
496,3
495,1
494,3
493,2
492,4
491,7
490,3
489,2
488,2
487,5
486,1
485,3
484,4
483,1
482,6
480,6
479,5
478,1
477,4
476,4
475,5
474,1
473,2
472,2
471,1
470,2
469,2
468,5
467,6
466,3
465,3
464,3
463,2
462,2
461,6
460,3
459,6
458,4
457,3
456,2
455,2
454,7
453,2
452,5
451,2
450,5
449,3
448,4
447,1
446,2
445,1
444,3
443,4
442,4
441,5
440,2
439,2
438,1
437,6
436,4
435,4
434,6
433,7
432,3
431,4
429,5
428,4
427,4
426,5
425,3
424,8
423,5
422,3
421,7
420,3
419,5
418,6
417,6
416,5
415,6
414,4
413,3
412,4
411,6
410,3
409,2
408,2
407,8
406,4
405,5
404,8
403,3
402,3
401,2
400,7
399,6
398,4
397,6
396,7
395,3
394,9
393,5
392,4
391,9
390,3
389,5
388,9
387,6
386,5
385,3
384,4
383,5
382,4
381,7
380,8
379,9
378,8
377,4
376,6
375,7
374,7
373,4
372,7
371,7
370,5
369,11
368,8
367,6
366,4
365,10
364,7
363,6
362,9
361,7
360,12
359,6
358,11
357,5
356,7
355,4
354,6
353,8
352,6
351,8
350,7
349,8
348,6
347,10
346,4
345,7
344,6
343,4
342,7
341,5
340,8
339,7
338,8
337,18
336,7
335,11
334,12
333,10
332,4
331,4
330,8
329,7
328,5
327,10
326,10
325,8
324,12
323,7
322,8
321,11
320,13
319,11
318,6
317,6
316,12
315,6
314,5
313,12
312,11
311,13
310,7
309,8
308,14
307,9
306,10
305,6
304,7
303,13
302,9
301,13
300,8
299,11
298,8
297,8
296,6
295,16
294,11
293,11
292,14
291,12
290,12
289,8
288,15
287,12
286,13
285,14
284,16
283,14
282,19
281,11
280,25
279,13
278,20
277,28
276,13
275,16
274,20
273,18
272,12
271,15
270,16
269,20
268,18
267,15
266,20
265,12
264,17
263,21
262,16
261,12
260,18
259,17
258,21
257,16
256,28
255,16
254,17
253,26
252,16
251,14
250,13
249,18
248,20
247,21
246,22
245,12
244,24
243,21
242,18
241,14
240,12
239,22
238,15
237,24
236,18
235,14
234,24
233,25
232,24
231,20
230,23
229,24
228,17
227,27
226,20
225,26
224,25
223,19
222,33
221,26
220,24
219,24
218,28
217,22
216,27
215,26
214,31
213,19
212,23
211,22
210,27
209,23
208,29
207,28
206,25
205,30
204,40
203,30
202,28
201,34
200,29
199,30
198,33
197,29
196,34
195,33
194,25
193,30
192,37
191,33
190,25
189,44
188,32
187,29
186,34
185,38
184,24
183,36
182,44
181,36
180,46
179,42
178,33
177,37
176,37
175,49
174,45
173,36
172,34
171,33
170,38
169,45
168,39
167,44
166,48
165,38
164,53
163,60
162,47
161,61
160,42
159,51
158,62
157,55
156,43
155,53
154,53
153,46
152,66
151,62
150,60
149,63
148,67
147,58
146,55
145,84
144,87
143,91
142,96
141,72
140,105
139,88
138,84
137,95
136,80
135,109
134,88
133,100
132,95
131,95
130,121
129,113
128,90
127,116
126,116
125,99
124,103
123,96
122,97
121,103
120,110
119,93
118,122
117,112
116,115
115,124
114,129
113,124
112,133
111,111
110,134
109,125
108,121
107,145
106,131
105,143
104,136
103,149
102,144
101,136
100,164
99,135
98,140
97,179
96,150
95,145
94,147
93,170
92,186
91,169
90,183
89,155
88,189
87,172
86,221
85,216
84,244
83,216
82,214
81,226
80,249
79,253
78,246
77,278
76,265
75,270
74,257
73,267
72,306
71,309
70,299
69,334
68,345
67,314
66,354
65,403
64,385
63,399
62,426
61,439
60,467
59,438
58,489
57,531
56,475
55,517
54,589
53,575
52,586
51,645
50,671
49,691
48,702
47,734
46,752
45,792
44,809
43,849
42,902
41,926
40,1036
39,1002
38,1071
37,1192
36,1307
35,1397
34,1453
33,1540
32,1657
31,1739
30,1780
29,1991
28,2102
27,2213
26,2324
25,2610
24,2891
23,3084
22,3367
21,3825
20,4182
19,4556
18,4989
17,5502
16,6287
15,6992
14,7768
13,8976
12,10275
11,11920
10,14033
9,16549
8,19825
7,24117
6,30833
5,39617
4,54889
3,82345
2,143609
1,433990
